Order ID,Order Date,Customer ID,Customer Name,Zip Code,Trade,NDC,Quantity,Line Total
7446134,02/01/2022,FF0000027,Pharmacy 0597,00669,PHM,00228300511,3,10.32
7446141,02/01/2022,BF0000139,Pharmacy 0326,00705,PHM,00093321305,1,13.69
7446141,02/01/2022,BF0000139,Pharmacy 0326,00705,PHM,13668000801,3,5.76
7446144,02/01/2022,FF0000155,Pharmacy 0725,00730,PHM,69315090605,1,28.27
7446185,02/01/2022,BF0000021,Pharmacy 0208,00602,PHM,10702002501,1,4.93
7446185,02/01/2022,BF0000021,Pharmacy 0208,00602,PHM,45802012260,3,55.29
7446185,02/01/2022,BF0000021,Pharmacy 0208,00602,PHM,60432060616,1,8.58
7446185,02/01/2022,BF0000021,Pharmacy 0208,00602,PHM,64980041209,1,9.84
7446194,02/01/2022,FF0000043,Pharmacy 0613,00662,PHM,45802012260,1,18.87
7446223,02/01/2022,BF0000110,Pharmacy 0297,00782,PHM,00378003001,2,192.60
7446258,02/01/2022,AS0000002,Pharmacy 0119,00676,PHM,64980041309,1,6.57
7446258,02/01/2022,AS0000002,Pharmacy 0119,00676,PHM,64980041409,1,10.61
7446264,02/01/2022,BF0000013,Pharmacy 0200,00693,PHM,00071101368,2,1383.16
7446281,02/01/2022,BF0000089,Pharmacy 0276,00739,PHM,00378003001,1,95.76
7446311,02/01/2022,BF0000133,Pharmacy 0320,00783,PHM,59762371901,2,6.56
7446346,02/01/2022,BF0000018,Pharmacy 0205,00669,PHM,45802072153,1,10.52
7446346,02/01/2022,BF0000018,Pharmacy 0205,00669,PHM,59762372201,4,37.72
7446387,02/01/2022,AS0000008,Pharmacy 0125,00924,PHM,69543013611,1,13.34
7446395,02/01/2022,FF0000062,Pharmacy 0632,00751,PHM,00071101468,1,690.89
7446425,02/01/2022,AF0000051,Pharmacy 0063,00952,PHM,53746061701,5,29.45
7446425,02/01/2022,AF0000051,Pharmacy 0063,00952,PHM,69543013611,1,14.61
7446445,02/01/2022,BF0000066,Pharmacy 0253,00719,PHM,10702002501,1,4.97
7446447,02/01/2022,AF0000053,Pharmacy 0065,00969,PHM,69315090401,3,13.11
7446447,02/01/2022,AF0000053,Pharmacy 0065,00969,PHM,69315090501,3,14.43
7446472,02/01/2022,BF0000139,Pharmacy 0326,00705,PHM,13668000801,3,5.76
7446472,02/01/2022,BF0000139,Pharmacy 0326,00705,PHM,67877014705,1,52.42
7446474,02/01/2022,BF0000185,Pharmacy 0372,00751,PHM,58238022504,1,10.94
7446517,02/01/2022,BF0000006,Pharmacy 0193,00725,PHM,54859080216,1,18.37
7446517,02/01/2022,BF0000006,Pharmacy 0193,00725,PHM,54859080304,2,15.04
7446555,02/01/2022,BF0000039,Pharmacy 0226,00737,PHM,54859080216,1,18.19
7446571,02/01/2022,BJ0000002,Pharmacy 0420,00926,PHM,52083064810,1,14.47
7446573,02/01/2022,AV0000001,Pharmacy 0130,00719,PHM,10702002501,1,5.01
7446622,02/01/2022,AF0000059,Pharmacy 0071,00978,PHM,45802012265,1,23.55
7446666,02/01/2022,FF0000152,Pharmacy 0722,00646,PHM,69367021201,2,90.56
7446670,02/01/2022,FN0000008,Pharmacy 0927,00757,PHM,00093321205,1,10.78
7446727,02/01/2022,FF0000111,Pharmacy 0681,00926,PHM,59762372201,6,56.16
7446761,02/01/2022,BF0000090,Pharmacy 0277,00953,PHM,45802012260,1,23.01
7446836,02/01/2022,FF0000236,Pharmacy 0806,00623,PHM,00121077516,2,22.96
7446874,02/01/2022,FF0000164,Pharmacy 0734,00729,PHM,00093083205,1,6.69
7446874,02/01/2022,FF0000164,Pharmacy 0734,00729,PHM,00093321205,2,21.56
7446895,02/01/2022,FS0000017,Pharmacy 0974,00603,PHM,13668000701,2,3.96
7446930,02/01/2022,BF0000022,Pharmacy 0209,00949,PHM,58238022804,3,30.90
7447019,02/01/2022,FF0000193,Pharmacy 0763,00611,PHM,54859080216,1,18.60
7447019,02/01/2022,FF0000193,Pharmacy 0763,00611,PHM,54859080316,1,17.75
7447019,02/01/2022,FF0000193,Pharmacy 0763,00611,PHM,69315090405,1,17.27
7447029,02/01/2022,FF0000210,Pharmacy 0780,00602,PHM,13668000801,5,9.60
7447061,02/01/2022,BF0000153,Pharmacy 0340,00605,PHM,00093083201,6,9.30
7447091,02/01/2022,FO0000001,Pharmacy 0928,00783,PHM,10702002501,3,15.15
7447106,02/01/2022,FF0000050,Pharmacy 0620,00969,PHM,06382405736,1,21.09
7447119,02/01/2022,BF0000042,Pharmacy 0229,00662,PHM,67877014701,1,7.66
7447126,02/01/2022,BF0000082,Pharmacy 0269,00923,PHM,62332038031,3,37.50
7447126,02/01/2022,BF0000082,Pharmacy 0269,00923,PHM,67877014701,5,47.50
7447147,02/01/2022,FF0000246,Pharmacy 0816,00610,PHM,64980041109,1,6.57
7447156,02/01/2022,FF0000289,Pharmacy 0859,00676,PHM,00121077516,2,22.96
7447162,02/01/2022,AF0000034,Pharmacy 0046,00738,PHM,63824005718,1,12.37
7447164,02/01/2022,FS0000021,Pharmacy 0978,00662,PHM,00093321201,6,13.80
7447188,02/01/2022,AF0000040,Pharmacy 0052,00641,PHM,64980041109,1,6.57
7447191,02/01/2022,AF0000040,Pharmacy 0052,00641,PHM,45802072162,1,18.79
7447197,02/01/2022,FF0000297,Pharmacy 0867,00604,PHM,58238022504,3,32.64
7447204,02/01/2022,FF0000094,Pharmacy 0664,00624,PHM,45802072162,1,18.92
7447221,02/01/2022,BF0000161,Pharmacy 0348,00641,PHM,10702002501,1,4.97
7447235,02/01/2022,BF0000108,Pharmacy 0295,00783,PHM,11026277504,1,11.48
7447240,02/01/2022,FF0000168,Pharmacy 0738,00667,PHM,64980041209,2,19.80
7447252,02/01/2022,BF0000175,Pharmacy 0362,00782,PHM,13668000701,1,1.99
7447252,02/01/2022,BF0000175,Pharmacy 0362,00782,PHM,54859080216,1,18.29
7447259,02/01/2022,BF0000194,Pharmacy 0381,00703,PHM,51991070605,1,7.47
7447268,02/01/2022,AC0000001,Pharmacy 0003,00767,PHM,69315090401,2,8.70
7447268,02/01/2022,AC0000001,Pharmacy 0003,00767,PHM,69315090601,2,12.56
7447271,02/01/2022,FF0000188,Pharmacy 0758,00956,PHM,00406048401,2,21.82
7447305,02/01/2022,FF0000265,Pharmacy 0835,00603,PHM,13668000801,5,9.80
7447317,02/01/2022,BF0000146,Pharmacy 0333,00730,PHM,00228300511,3,10.59
7447317,02/01/2022,BF0000146,Pharmacy 0333,00730,PHM,59762372201,2,19.26
7447331,02/01/2022,BF0000042,Pharmacy 0229,00662,PHM,00904505359,1,2.34
7447340,02/01/2022,FF0000075,Pharmacy 0645,00769,PHM,00904025059,6,23.10
7447340,02/01/2022,FF0000075,Pharmacy 0645,00769,PHM,54859080160,2,55.40
7447375,02/01/2022,BS0000030,Pharmacy 0496,00638,PHM,59762372001,2,7.28
7447420,02/01/2022,FI0000002,Pharmacy 0895,00612,PHM,00228300511,6,21.12
7447443,02/01/2022,BF0000136,Pharmacy 0323,00705,PHM,51991070605,1,7.38
7447443,02/01/2022,BF0000136,Pharmacy 0323,00705,PHM,51991070705,1,13.23
7447446,02/01/2022,FP0000012,Pharmacy 0941,00670,PHM,00378415101,5,12.50
7447455,02/01/2022,FS0000030,Pharmacy 0987,00987,PHM,13668000801,1,1.91
7447455,02/01/2022,FS0000030,Pharmacy 0987,00987,PHM,59762134601,1,9.83
7447458,02/01/2022,FF0000015,Pharmacy 0585,00646,PHM,54859054416,1,21.63
7447467,02/01/2022,BF0000010,Pharmacy 0197,00957,PHM,69315090501,2,9.78
7447474,02/01/2022,FF0000284,Pharmacy 0854,00918,PHM,10702002501,1,4.97
7447476,02/01/2022,FA0000001,Pharmacy 0522,00927,PHM,53746061701,1,5.87
7447482,02/01/2022,BF0000130,Pharmacy 0317,00720,PHM,41167432005,1,12.17
7447492,02/01/2022,FF0000297,Pharmacy 0867,00604,PHM,00378415101,3,7.47
7447492,02/01/2022,FF0000297,Pharmacy 0867,00604,PHM,45802072162,2,37.64
7447492,02/01/2022,FF0000297,Pharmacy 0867,00604,PHM,67877014701,5,38.10
7447504,02/01/2022,AS0000006,Pharmacy 0123,00745,PHM,00409230802,2,27.14
7447518,02/01/2022,FF0000043,Pharmacy 0613,00662,PHM,59762372101,3,12.27
7447537,02/01/2022,BF0000168,Pharmacy 0355,00754,PHM,00093321205,1,10.66
7447537,02/01/2022,BF0000168,Pharmacy 0355,00754,PHM,00093321305,1,13.59
7447553,02/01/2022,FL0000004,Pharmacy 0904,00725,PHM,45802072153,2,21.04
7447565,02/01/2022,FF0000171,Pharmacy 0741,00719,PHM,00131247935,1,922.02
7447569,02/01/2022,FM0000011,Pharmacy 0915,00928,PHM,45802072153,1,10.63
7447569,02/01/2022,FM0000011,Pharmacy 0915,00928,PHM,69315090505,1,19.33
7447591,02/01/2022,FF0000130,Pharmacy 0700,00783,PHM,54859050216,2,43.56
7447594,02/01/2022,BF0000133,Pharmacy 0320,00783,PHM,45802072162,1,18.92
7447610,02/01/2022,BF0000015,Pharmacy 0202,00921,PHM,00093083205,1,6.66
7447617,02/01/2022,FF0000242,Pharmacy 0812,00976,PHM,64980041109,1,6.64
7447633,02/01/2022,FF0000245,Pharmacy 0815,00784,PHM,00406048401,2,21.82
7447633,02/01/2022,FF0000245,Pharmacy 0815,00784,PHM,64980041309,1,6.61
7447640,02/01/2022,FF0000244,Pharmacy 0814,00739,PHM,11026277504,2,22.82
7447650,02/01/2022,FF0000243,Pharmacy 0813,00612,PHM,63824005718,2,24.54
7447653,02/01/2022,FF0000176,Pharmacy 0746,00693,PHM,00093321305,1,13.69
7447667,02/01/2022,FF0000168,Pharmacy 0738,00667,PHM,54859050216,1,21.78
7447670,02/01/2022,AB0000001,Pharmacy 0001,00794,PHM,62332038071,1,46.09
7447672,02/01/2022,FF0000015,Pharmacy 0585,00646,PHM,00093321205,1,10.66
7447673,02/01/2022,FF0000217,Pharmacy 0787,00959,PHM,54859050216,2,43.74
7447674,02/01/2022,AB0000001,Pharmacy 0001,00794,PHM,67877014701,5,38.30
7447676,02/01/2022,BS0000025,Pharmacy 0491,00601,PHM,59762372203,1,43.08
7447677,02/01/2022,AB0000001,Pharmacy 0001,00794,PHM,67877014705,1,52.42
7447685,02/01/2022,FB0000003,Pharmacy 0530,00794,PHM,00093321201,10,21.90
7447685,02/01/2022,FB0000003,Pharmacy 0530,00794,PHM,59762372201,5,47.20
7447694,02/01/2022,AF0000065,Pharmacy 0077,00757,PHM,67877014701,5,38.95
7447697,02/01/2022,FF0000127,Pharmacy 0697,00791,PHM,00093321305,2,27.50
7447699,02/01/2022,FF0000188,Pharmacy 0758,00956,PHM,62332038031,2,20.16
7447717,02/01/2022,AF0000049,Pharmacy 0061,00783,PHM,51224020250,1,10.73
7447717,02/01/2022,AF0000049,Pharmacy 0061,00783,PHM,59762372201,5,47.50
7447717,02/01/2022,AF0000049,Pharmacy 0061,00783,PHM,60432060616,3,26.10
7447725,02/01/2022,BF0000063,Pharmacy 0250,00959,PHM,13668000801,3,5.73
7447727,02/01/2022,AF0000015,Pharmacy 0027,00771,PHM,00228300511,10,34.50
7447727,02/01/2022,AF0000015,Pharmacy 0027,00771,PHM,10702002501,4,19.80
7447727,02/01/2022,AF0000015,Pharmacy 0027,00771,PHM,69315090501,3,14.37
7447738,02/01/2022,AB0000001,Pharmacy 0001,00794,PHM,00093321201,10,21.90
7447738,02/01/2022,AB0000001,Pharmacy 0001,00794,PHM,00378415101,5,12.50
7447738,02/01/2022,AB0000001,Pharmacy 0001,00794,PHM,51991070601,10,27.30
7447745,02/01/2022,FF0000307,Pharmacy 0877,00728,PHM,00378415101,2,5.08
7447747,02/01/2022,BC0000010,Pharmacy 0150,00983,PHM,11026277504,2,23.06
7447751,02/01/2022,AV0000001,Pharmacy 0130,00719,PHM,00093083201,4,6.28
7447764,02/01/2022,FN0000002,Pharmacy 0921,00754,PHM,00172392760,1,1.81
7447769,02/01/2022,AS0000008,Pharmacy 0125,00924,PHM,13668000701,2,3.64
7447775,02/01/2022,FF0000308,Pharmacy 0878,00926,PHM,41167432072,2,33.86
7447776,02/01/2022,FF0000175,Pharmacy 0745,00646,PHM,00093321201,3,6.57
7447785,02/01/2022,FF0000036,Pharmacy 0606,00986,PHM,00228300511,3,12.87
7447788,02/01/2022,BF0000156,Pharmacy 0343,00719,PHM,00093083201,3,4.77
7447796,02/01/2022,BF0000072,Pharmacy 0259,00780,PHM,00093321201,6,16.26
7447800,02/01/2022,FI0000001,Pharmacy 0894,00662,PHM,59762372001,6,21.66
7447800,02/01/2022,FI0000001,Pharmacy 0894,00662,PHM,59762372101,6,24.12
7447801,02/01/2022,FG0000005,Pharmacy 0886,00612,PHM,59762371901,2,6.54
7447807,02/01/2022,F90000001,Pharmacy 0521,00795,PHM,10702007701,1,9.30
7447817,02/01/2022,BF0000008,Pharmacy 0195,00949,PHM,51293062701,1,58.16
7447850,02/01/2022,BF0000040,Pharmacy 0227,00646,PHM,00406048401,1,10.91
7447854,02/01/2022,BF0000193,Pharmacy 0380,00778,PHM,00121077516,1,11.43
7447870,02/01/2022,BF0000018,Pharmacy 0205,00669,PHM,69315090401,3,13.11
7447893,02/01/2022,BF0000018,Pharmacy 0205,00669,PHM,00143145505,1,102.50
7447893,02/01/2022,BF0000018,Pharmacy 0205,00669,PHM,60432060616,1,8.64
7447893,02/01/2022,BF0000018,Pharmacy 0205,00669,PHM,67877014705,1,52.42
7447896,02/01/2022,AF0000009,Pharmacy 0021,00777,PHM,59762372101,1,4.02
7447905,02/01/2022,FF0000124,Pharmacy 0694,00603,PHM,69315090601,2,12.56
7447924,02/01/2022,AF0000069,Pharmacy 0081,00669,PHM,59762372201,5,47.15
7447926,02/01/2022,FP0000011,Pharmacy 0940,00909,PHM,00172392660,1,1.85
7447936,02/01/2022,AC0000004,Pharmacy 0006,00693,PHM,59762134801,1,9.90
7447958,02/01/2022,FF0000057,Pharmacy 0627,00782,PHM,00093321305,1,13.75
7447958,02/01/2022,FF0000057,Pharmacy 0627,00782,PHM,67877014701,5,38.50
7447980,02/01/2022,FF0000294,Pharmacy 0864,00783,PHM,54859054416,2,43.26
7447983,02/01/2022,BR0000004,Pharmacy 0464,00983,PHM,00093083205,1,6.63
7447983,02/01/2022,BR0000004,Pharmacy 0464,00983,PHM,13668000701,1,1.98
7447983,02/01/2022,BR0000004,Pharmacy 0464,00983,PHM,13668000801,2,3.82
7447983,02/01/2022,BR0000004,Pharmacy 0464,00983,PHM,51991070601,1,2.71
7447983,02/01/2022,BR0000004,Pharmacy 0464,00983,PHM,59762372001,1,3.61
7447983,02/01/2022,BR0000004,Pharmacy 0464,00983,PHM,59762372001,1,3.61
7447983,02/01/2022,BR0000004,Pharmacy 0464,00983,PHM,60432060616,1,8.60
7447992,02/01/2022,FF0000294,Pharmacy 0864,00783,PHM,00409230801,1,11.40
7448005,02/01/2022,BF0000066,Pharmacy 0253,00719,PHM,00172392660,1,1.84
7448005,02/01/2022,BF0000066,Pharmacy 0253,00719,PHM,00378415101,5,12.50
7448007,02/01/2022,BF0000116,Pharmacy 0303,00674,PHM,00406048401,1,10.91
7448007,02/01/2022,BF0000116,Pharmacy 0303,00674,PHM,00641606125,1,37.22
7448007,02/01/2022,BF0000116,Pharmacy 0303,00674,PHM,05485970260,1,21.82
7448007,02/01/2022,BF0000116,Pharmacy 0303,00674,PHM,33342030111,1,14.82
7448007,02/01/2022,BF0000116,Pharmacy 0303,00674,PHM,64980041309,1,6.61
7448027,02/01/2022,BF0000043,Pharmacy 0230,00714,PHM,00409230802,1,13.63
7448029,02/01/2022,BF0000186,Pharmacy 0373,00685,PHM,60432060616,1,8.68
7448030,02/01/2022,FF0000294,Pharmacy 0864,00783,PHM,59762371901,1,3.26
7448033,02/01/2022,FF0000096,Pharmacy 0666,00953,PHM,00093083201,10,15.60
7448033,02/01/2022,FF0000096,Pharmacy 0666,00953,PHM,00409230801,1,11.48
7448033,02/01/2022,FF0000096,Pharmacy 0666,00953,PHM,42543043401,1,16.39
7448033,02/01/2022,FF0000096,Pharmacy 0666,00953,PHM,54859080160,1,27.70
7448033,02/01/2022,FF0000096,Pharmacy 0666,00953,PHM,59762371901,2,6.56
7448042,02/01/2022,FF0000214,Pharmacy 0784,00795,PHM,58238022804,1,10.25
7448062,02/01/2022,FF0000249,Pharmacy 0819,00733,PHM,10702002501,1,5.07
7448064,02/01/2022,FF0000067,Pharmacy 0637,00969,PHM,41167432005,2,24.60
7448068,02/01/2022,FF0000152,Pharmacy 0722,00646,PHM,69543013611,1,14.54
7448069,02/01/2022,FF0000067,Pharmacy 0637,00969,PHM,45802072162,1,19
7448083,02/01/2022,FF0000091,Pharmacy 0661,00676,PHM,00093083201,3,4.71
7448108,02/01/2022,AF0000018,Pharmacy 0030,00738,PHM,59762372101,3,12.27
7448111,02/01/2022,BF0000212,Pharmacy 0399,00603,PHM,43598058230,4,465.04
7448897,02/01/2022,BT0000002,Pharmacy 0500,00707,PHM,69315090505,1,19.21
7448201,02/02/2022,FF0000195,Pharmacy 0765,00907,PHM,13668000801,1,1.92
7448201,02/02/2022,FF0000195,Pharmacy 0765,00907,PHM,53746061701,1,5.89
7448201,02/02/2022,FF0000195,Pharmacy 0765,00907,PHM,69315090501,3,14.43
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,00093083201,4,6.40
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,00093321201,5,11.25
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,00228300511,2,7.12
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,51991070601,1,2.81
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,65862096901,1,9.13
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,67877014701,3,23.67
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,69315090401,2,9.00
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,69315090501,3,14.85
7448216,02/02/2022,FF0000071,Pharmacy 0641,00918,HOS,69315090601,3,19.47
7448224,02/02/2022,AF0000028,Pharmacy 0040,00791,PHM,00093321205,1,10.78
7448224,02/02/2022,AF0000028,Pharmacy 0040,00791,PHM,67877014701,4,30.80
7448229,02/02/2022,AF0000057,Pharmacy 0069,00669,PHM,52083064810,1,14.39
7448234,02/02/2022,FF0000268,Pharmacy 0838,00669,PHM,45802072162,1,18.92
7448236,02/02/2022,FF0000303,Pharmacy 0873,00681,PHM,00904672846,3,5.97
7448239,02/02/2022,FF0000250,Pharmacy 0820,00676,PHM,60432060616,1,8.58
7448255,02/02/2022,FF0000303,Pharmacy 0873,00681,PHM,00093321201,4,8.80
7448255,02/02/2022,FF0000303,Pharmacy 0873,00681,PHM,10702002501,1,4.99
7448255,02/02/2022,FF0000303,Pharmacy 0873,00681,PHM,67877014701,2,15.40
7448265,02/02/2022,BF0000019,Pharmacy 0206,00602,PHM,60432060616,3,25.92
7448287,02/02/2022,FF0000302,Pharmacy 0872,00676,PHM,67877014701,5,38.05
7448288,02/02/2022,BE0000002,Pharmacy 0184,00680,PHM,00093083201,10,15.70
7448288,02/02/2022,BE0000002,Pharmacy 0184,00680,PHM,00093321201,10,22.10
7448291,02/02/2022,AF0000038,Pharmacy 0050,00926,PHM,13668000701,6,12.00
7448302,02/02/2022,AF0000075,Pharmacy 0087,00681,PHM,00093321305,1,13.59
7448302,02/02/2022,AF0000075,Pharmacy 0087,00681,PHM,43598057930,2,148.72
7448302,02/02/2022,AF0000075,Pharmacy 0087,00681,PHM,43598058230,2,232.50
7448302,02/02/2022,AF0000075,Pharmacy 0087,00681,PHM,59762372203,2,85.56
7448335,02/02/2022,FF0000027,Pharmacy 0597,00669,PHM,13668000801,3,5.73
7448335,02/02/2022,FF0000027,Pharmacy 0597,00669,PHM,51991070601,3,8.13
7448335,02/02/2022,FF0000027,Pharmacy 0597,00669,PHM,69315090501,2,9.56
7448336,02/02/2022,FF0000182,Pharmacy 0752,00685,PHM,00172392760,1,1.82
7448336,02/02/2022,FF0000182,Pharmacy 0752,00685,PHM,43598058230,1,117.05
7448349,02/02/2022,BF0000188,Pharmacy 0375,00605,PHM,64980041409,1,10.62
7448352,02/02/2022,BF0000191,Pharmacy 0378,00622,PHM,00093083201,5,7.75
7448352,02/02/2022,BF0000191,Pharmacy 0378,00622,PHM,67877014701,2,15.22
7448484,02/02/2022,FF0000178,Pharmacy 0748,00705,PHM,00093083205,2,13.24
7448484,02/02/2022,FF0000178,Pharmacy 0748,00705,PHM,00093321205,2,21.34
7448484,02/02/2022,FF0000178,Pharmacy 0748,00705,PHM,00093321305,2,27.22
7448487,02/02/2022,BF0000112,Pharmacy 0299,00784,PHM,59762372201,2,18.86
7448493,02/02/2022,FF0000078,Pharmacy 0648,00627,PHM,54859050216,2,43.30
7448495,02/02/2022,BF0000058,Pharmacy 0245,00927,PHM,59762372201,6,56.28
7448674,02/02/2022,BF0000119,Pharmacy 0306,00622,PHM,54859050216,1,21.63
7448807,02/02/2022,AF0000035,Pharmacy 0047,00924,PHM,11026278502,1,11.48
7448811,02/02/2022,BA0000002,Pharmacy 0132,00725,PHM,00641605910,1,15.79
7448818,02/02/2022,FI0000004,Pharmacy 0897,00714,PHM,45802072153,3,32.07
7448903,02/02/2022,BF0000022,Pharmacy 0209,00949,PHM,00172392760,1,1.82
7448999,02/02/2022,FS0000027,Pharmacy 0984,00705,PHM,00093083205,3,19.92
7448999,02/02/2022,FS0000027,Pharmacy 0984,00705,PHM,00093321305,3,40.92
7448999,02/02/2022,FS0000027,Pharmacy 0984,00705,PHM,43547040711,1,30.82
7449010,02/02/2022,FS0000036,Pharmacy 0993,00637,PHM,11026277504,2,22.96
7449010,02/02/2022,FS0000036,Pharmacy 0993,00637,PHM,11026278502,1,11.48
7449092,02/02/2022,BF0000133,Pharmacy 0320,00783,PHM,06382405736,1,21.19
7449093,02/02/2022,BF0000133,Pharmacy 0320,00783,PHM,54859080216,4,73.16
7449128,02/02/2022,FF0000148,Pharmacy 0718,00660,PHM,00093083201,3,4.62
7449135,02/02/2022,BA0000005,Pharmacy 0135,00736,PHM,00093321201,6,13.02
7449135,02/02/2022,BA0000005,Pharmacy 0135,00736,PHM,00172392660,1,1.83
7449135,02/02/2022,BA0000005,Pharmacy 0135,00736,PHM,13668000701,1,1.98
7449135,02/02/2022,BA0000005,Pharmacy 0135,00736,PHM,67877014705,1,52.07
7449135,02/02/2022,BA0000005,Pharmacy 0135,00736,PHM,69315090501,2,9.54
7449148,02/02/2022,BA0000005,Pharmacy 0135,00736,PHM,58238022804,2,20.46
7449157,02/02/2022,FM0000003,Pharmacy 0907,00603,PHM,00574082001,2,32.06
7449158,02/02/2022,FF0000186,Pharmacy 0756,00754,PHM,51991070605,1,7.35
7449158,02/02/2022,FF0000186,Pharmacy 0756,00754,PHM,51991070705,1,13.18
7449158,02/02/2022,FF0000186,Pharmacy 0756,00754,PHM,59762372003,1,17.77
7449172,02/02/2022,FF0000049,Pharmacy 0619,00605,PHM,10702002501,3,14.79
7449187,02/02/2022,FF0000067,Pharmacy 0637,00969,PHM,10702007701,1,9.40
7449204,02/02/2022,BF0000196,Pharmacy 0383,00917,PHM,00093083201,3,4.65
7449207,02/02/2022,BF0000005,Pharmacy 0192,00953,PHM,00093083201,5,7.80
7449216,02/02/2022,FF0000044,Pharmacy 0614,00926,PHM,64980041309,1,6.58
7449231,02/02/2022,FF0000199,Pharmacy 0769,00676,PHM,00406048401,2,21.72
7449234,02/02/2022,FF0000187,Pharmacy 0757,00677,PHM,54859080216,3,54.57
7449235,02/02/2022,BF0000006,Pharmacy 0193,00725,PHM,06382405736,2,42.56
7449281,02/02/2022,BF0000007,Pharmacy 0194,00627,PHM,42043021101,1,13.67
7449281,02/02/2022,BF0000007,Pharmacy 0194,00627,PHM,59762372201,6,56.16
7449281,02/02/2022,BF0000007,Pharmacy 0194,00627,PHM,67877014701,5,38.05
7449284,02/02/2022,AM0000001,Pharmacy 0102,00984,PHM,51991070601,2,6.76
7449288,02/02/2022,FF0000190,Pharmacy 0760,00731,PHM,64980041509,2,17.02
7449294,02/02/2022,BY0000001,Pharmacy 0518,00921,PHM,58238022804,6,61.38
7449302,02/02/2022,AF0000001,Pharmacy 0013,00735,PHM,41167431004,2,30.74
7449315,02/02/2022,FF0000067,Pharmacy 0637,00969,PHM,59762372201,3,28.41
7449340,02/02/2022,AS0000005,Pharmacy 0122,00767,PHM,00093321201,3,6.60
7449340,02/02/2022,AS0000005,Pharmacy 0122,00767,PHM,00228300511,3,10.41
7449340,02/02/2022,AS0000005,Pharmacy 0122,00767,PHM,13668000701,2,4.00
7449340,02/02/2022,AS0000005,Pharmacy 0122,00767,PHM,13668000801,3,5.79
7449340,02/02/2022,AS0000005,Pharmacy 0122,00767,PHM,67877014701,1,7.70
7449340,02/02/2022,AS0000005,Pharmacy 0122,00767,PHM,69315090501,3,14.49
7449389,02/02/2022,FF0000231,Pharmacy 0801,00902,PHM,67877014605,1,46.09
7449425,02/02/2022,BF0000137,Pharmacy 0324,00963,PHM,00121050416,1,5.28
7449431,02/02/2022,BF0000058,Pharmacy 0245,00927,PHM,59762372201,12,112.56
7449482,02/02/2022,FF0000266,Pharmacy 0836,00676,PHM,00093083201,6,11.58
7449487,02/02/2022,BF0000062,Pharmacy 0249,00784,PHM,00093321201,2,4.34
7449503,02/02/2022,FF0000189,Pharmacy 0759,00949,PHM,00093083201,3,4.68
